cluster_id	target	count_both	count_only_cluster	count_only_target	count_none	p.value	fdr
4	Genes coding for components involved in ribosome assembly	6	475	126	3206	0.00296456375560974	0.0653832907418543
4	S-nitrosylated proteins	18	463	229	3103	0.00730251208103005	0.134460016024104
4	S-Glutathionylated proteins	10	471	285	3047	2.46656622165263e-08	2.47519920342841e-06
4	Nuclear genes with apicoplast signal sequences	19	462	211	3121	0.0402135493858152	0.43408361474488
4	Nuclear genes with mitochondrial signal sequences	17	464	253	3079	0.000591647127799067	0.0194661604179136
4	Protein biosynthesis	1	480	54	3278	0.011921168252495	0.195248564943333
4	Total palmitome of Plasmodium falciparum	25	456	284	3048	0.0120344268838393	0.195248564943333
4	Ribosomal structure	2	479	143	3189	1.17490828336273e-06	8.1311756024448e-05
4	Proteins involved in steps during passage through prophase	7	474	14	3318	0.0115506096196369	0.193183945888428
4	Protein phosphorylation	16	465	61	3271	0.0366420744357583	0.414064143172241
4	Double strand break repair and homologous recombination	4	477	7	3325	0.039905852911368	0.43408361474488
4	Genes coding for chaperones and their regulators	5	476	97	3235	0.0146933163724006	0.22511057984281
4	Maturation and export of 60S and 40S ribosomal subunits	2	479	85	3247	0.00150735514654749	0.0387854074246257
4	Molecular motor prototypes	11	470	30	3302	0.0142831011435839	0.222218480582735
4	Kinetochores power chromosome movements in mitosis	11	470	28	3304	0.00699338228407648	0.129960354112421
4	Regulation of spindle microtubule dynamics	13	468	32	3300	0.00275367639869883	0.0620969497998714
4	Chaperone-assisted protein folding	3	478	68	3264	0.0290491611886317	0.347033729199904
4	Organization of chaperone pathways in the cytosol	0	481	30	3302	0.0265224299806659	0.332690731069978
4	Interactions between modified host cell membrane and endothelial cell	2	479	1	3331	0.0436597957220117	0.449360051354243
0	FALSE	0	1408	1259	1146	0	0
0	Genes coding for components involved in ribosome assembly	69	1339	63	2342	0.000310968528610351	0.0111448899450174
0	Splicing of pre-mRNA	61	1347	45	2360	1.41786186711317e-05	0.000748854938762139
0	Phosphoproteome - Treeck et al 2011	471	937	383	2022	6.636313357531e-35	4.43969363618824e-32
0	Phosphoproteome - Pease et al 2013	330	1078	269	2136	7.97588959003609e-23	2.3827658712491e-20
0	S-nitrosylated proteins	165	1243	82	2323	7.74781426795345e-23	2.3827658712491e-20
0	S-Glutathionylated proteins	199	1209	96	2309	2.34075993855074e-28	1.17447629916783e-25
0	Transcription related proteins encoding genes	89	1319	80	2325	2.76474123740771e-05	0.00132115134844697
0	Nuclear genes with apicoplast signal sequences	122	1286	108	2297	3.16197787982871e-07	2.53843584192649e-05
0	Proteins of detergent-resistant membranes	61	1347	44	2361	8.35433461220392e-06	0.000465754154630368
0	Genes coding for transport proteins	62	1346	70	2335	0.0169075574714059	0.240662892518522
0	Chromatin modifying proteins	18	1390	13	2392	0.0231587509211293	0.297946237812222
0	Nuclear genes with mitochondrial signal sequences	154	1254	116	2289	3.57171647576876e-12	5.12031069061993e-10
0	Mitochondrial electron flow	18	1390	6	2399	0.000175477597838424	0.00690555958552385
0	Phosphoproteome - Lasonder et al 2011	279	1129	227	2178	3.72383365001625e-19	9.34216766947826e-17
0	Established and putative Maurer�s clefts proteins	29	1379	20	2385	0.00158734069319459	0.0403264907752093
0	ATP-dependent chromatin remodeling complexes	21	1387	13	2392	0.00375518235448398	0.0801771381430783
0	Modification of proteins by adenylylation and ADP-ribosylation	29	1379	19	2386	0.00129347535074177	0.0346134003858498
0	Protein biosynthesis	39	1369	16	2389	3.14003223128458e-07	2.53843584192649e-05
0	Total palmitome of Plasmodium falciparum	196	1212	113	2292	8.3105934722191e-23	2.3827658712491e-20
0	Ribosomal structure	93	1315	52	2353	1.52057477165438e-11	2.03452904447356e-09
0	Glyoxalase metabolism	5	1403	1	2404	0.0284182403265904	0.34152939123034
0	The phosphoproteome of Plasmodium falciparum infected RBCs	189	1219	125	2280	3.17515239960069e-18	6.61274162955339e-16
0	Genes involved in excision-repair	42	1366	36	2369	0.00278868211304366	0.0621876111208736
0	Genes coding for enzymes/proteins involved in DNA replication	33	1375	25	2380	0.00227840994238566	0.0537972794631532
0	Genes coding for components of the proteasome degradation machinery & their timed transcription	67	1341	37	2368	1.11757542912743e-08	1.24609660347708e-06
0	Subcellular location of adaptor proteins	15	1393	10	2395	0.0213255248132816	0.279740707844812
0	Classical COPI-mediated vesicular transport	22	1386	8	2397	6.91360359035153e-05	0.00301643530561642
0	Genes coding for protein traffic related proteins	33	1375	27	2378	0.00441468737354915	0.092294557903262
0	Initiation of translation	28	1380	14	2391	0.00013815893402493	0.00565887715485783
0	Quality control mechanisms during ribosome maturation	10	1398	2	2403	0.00135421480376141	0.0352975209240149
0	Peptidases and proteases	70	1338	42	2363	3.9994513040819e-08	3.82233274632971e-06
0	Genes coding for chaperones and their regulators	71	1337	31	2374	1.96830854089579e-11	2.46899702598615e-09
0	Centrosome proteins	38	1370	37	2368	0.0153628174654792	0.230098318307588
0	Proteins targeted by the thioredoxin superfamily enzymes	29	1379	9	2396	1.3028410887623e-06	8.71600688381977e-05
0	Mitochondrial TCA cycle	13	1395	5	2400	0.00271891835978813	0.0620098766828953
0	Phosphatidylethanolamine and phosphatidylserine metabolism	18	1390	13	2392	0.0231587509211293	0.297946237812222
0	Protein arginine methylation	8	1400	2	2403	0.00697639934538071	0.129960354112421
0	Thiamine metabolism	10	1398	5	2400	0.0281650702936611	0.34152939123034
0	RNA polymerase II transcribes mRNA	23	1385	15	2390	0.0035921780717954	0.0775215203235847
0	Maturation and export of 60S and 40S ribosomal subunits	55	1353	32	2373	7.40794527170019e-07	5.3099093429651e-05
0	Pre-ribosomal particles along the 60S assembly pathway	14	1394	10	2395	0.0343600747270741	0.391821988507033
0	Classical clathrin-mediated vesicular transport	24	1384	14	2391	0.00111700226865095	0.0315749796222881
0	Genes coding for Fe-S containing proteins	12	1396	5	2400	0.00921725990654465	0.165170005646742
0	Maturation of cytosolic and nuclear Fe-S proteins	11	1397	3	2402	0.00336738607633493	0.0734602592956979
0	Transcription and processing of snRNAs	15	1393	6	2399	0.00216997589712922	0.0522538942634045
0	Proteins containing histone post translational modification-binding modules	16	1392	9	2396	0.00645185902238524	0.123322676742163
0	Histone chaperones	15	1393	10	2395	0.0213255248132816	0.279740707844812
0	Selenocysteine biosynthesis	9	1399	1	2404	0.000840291011765767	0.0254145198949475
0	Chaperone-assisted protein folding	50	1358	21	2384	1.24562737096511e-08	1.31577585975104e-06
0	Generation of polyphosphates	9	1399	5	2400	0.048933564961972	0.474442825500859
0	Protein factors in pre-mRNA 3�-end processing	11	1397	7	2398	0.0475034981832254	0.472781583450483
0	Oxidative protein folding in the endoplasmic reticulum	8	1400	1	2404	0.00206751267848876	0.0506036334844748
0	Transporters of the mitochondrial and apicoplast membranes	20	1388	10	2395	0.00102582927921151	0.0294119909053929
0	CCR4 � NOT complex	11	1397	7	2398	0.0475034981832254	0.472781583450483
0	Encoded proteins that could be constituents of P-bodies	24	1384	19	2386	0.0160181685789046	0.232603577572214
0	Rab and other proteins involved in intracellular traffic	10	1398	6	2399	0.0397163225621113	0.43408361474488
0	Endosome maturation	9	1399	3	2402	0.0122584143372231	0.196821100598454
0	Rab cycle	24	1384	19	2386	0.0160181685789046	0.232603577572214
0	ATP synthase complex	13	1395	7	2398	0.0174922206862301	0.242116461498371
0	Parasite encoded proteins associated with the membrane of infected erythrocytes	25	1383	9	2396	1.74791624420706e-05	0.000889285457973605
0	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	23	1385	12	2393	0.000629952745233509	0.0203921799948976
0	Biosynthesis of Fe-S proteins in the apicoplast	12	1396	2	2403	0.000248420401154139	0.00936761181576469
0	Signal recognition particle-mediated targeting of membrane and secretory proteins	10	1398	2	2403	0.00135421480376141	0.0352975209240149
0	Karyopherin/exportin-mediated nuclear export pathways	11	1397	7	2398	0.0475034981832254	0.472781583450483
0	Organization of chaperone pathways in the cytosol	19	1389	11	2394	0.00380876687448747	0.080465211758909
0	Glutamate metabolism	9	1399	5	2400	0.048933564961972	0.474442825500859
0	Glycolysis	19	1389	9	2396	0.00119328083293342	0.0332627032180191
0	Utilization of phospholipids	15	1393	11	2394	0.0394330996652182	0.43408361474488
0	Posttranslational translocation in eukaryotes	21	1387	6	2399	2.06552132684716e-05	0.00101109787877616
0	Proteasome-mediated proteolysis of ubiquinated proteins	22	1386	16	2389	0.0103614771134682	0.180830300580267
0	Quality control in mRNA biogenesis	14	1394	8	2397	0.013329789231247	0.210652653441832
0	Leucine_ Isoleucine and Valine metabolism	8	1400	3	2402	0.0235480460190383	0.299119799748163
0	Classical COPII-mediated vesicular transport	18	1390	7	2398	0.000525200179170628	0.0175679459932575
0	Import and export through the nuclear pore	17	1391	7	2398	0.000975879695315185	0.0283853702680808
0	Acetyl-CoA production in the mitochondrion	5	1403	1	2404	0.0284182403265904	0.34152939123034
0	Proteome of the parasitophorous vacuole	15	1393	9	2396	0.0174196629721474	0.242116461498371
0	Proteins with ER retention sequences	11	1397	1	2404	0.000135136077746625	0.00565037725078074
0	SCF (Skp1-Cullin-F-box) ubiquitin-ligase	11	1397	5	2400	0.0161095651631977	0.232603577572214
0	Biogenesis of cytochrome oxidase	13	1395	7	2398	0.0174922206862301	0.242116461498371
0	Mannose and Fructose metabolism	6	1402	1	2404	0.0120631898619697	0.195248564943333
0	Glycine and Serine metabolism	7	1401	3	2402	0.0449385600748272	0.460161684031522
0	Models for ubiquitin (Ub) chain amputation and trimming in regulating proteasomal degradation	10	1398	5	2400	0.0281650702936611	0.34152939123034
0	ER-to Golgi_ translocation and quality control	11	1397	4	2401	0.00550996202270199	0.108483006483842
5	FALSE	216	246	1043	2308	6.4758753949903e-11	7.64534230455619e-09
5	Phosphoproteome - Treeck et al 2011	84	378	770	2581	0.0202391247117477	0.274458941192416
5	Phosphoproteome - Pease et al 2013	54	408	545	2806	0.0114761831763825	0.193183945888428
5	Translation in prokaryotes � a template for apicoplast and mitochondrion	11	451	37	3314	0.0403913822721689	0.43408361474488
5	Genes coding for transport proteins	7	455	125	3226	0.0136505687074817	0.214036651530592
5	Phosphoproteome - Lasonder et al 2011	46	416	460	2891	0.0234412102086672	0.299119799748163
5	The phosphoproteome of Plasmodium falciparum infected RBCs	20	442	294	3057	0.000772217051884321	0.0238436865097205
5	Genes involved in excision-repair	3	459	75	3276	0.0211517570287663	0.279740707844812
5	Genes coding for enzymes/proteins involved in DNA replication	2	460	56	3295	0.0407279810482025	0.43408361474488
5	Acetylation recognition by the bromodomain and other modules	4	458	8	3343	0.0475843945475823	0.472781583450483
5	Plasmodium falciparum histone acetylation and methylation	4	458	3	3348	0.00551333665239255	0.108483006483842
5	Histone acetylation	8	454	16	3335	0.0054936755025766	0.108483006483842
5	Genes coding for GPI-anchored membrane proteins	10	452	15	3336	0.000371967170449871	0.0130971598437349
5	Nucleotide excision repair	0	462	29	3322	0.0418802056622193	0.435510739710228
5	DNA Replication	0	462	38	3313	0.0113289408996377	0.192688003267566
5	Regulation of spindle microtubule dynamics	1	461	44	3307	0.03692948760729	0.414064143172241
5	Control of microtubule assembly	6	456	15	3336	0.0338147562665841	0.387806947583054
5	Calcium � calmodulin activation of protein kinases	6	456	14	3337	0.0268084974332502	0.33419039968033
5	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	4	458	6	3345	0.0245596536887162	0.310007704108512
5	Glycolysis	0	462	28	3323	0.0415266836228286	0.43408361474488
5	Lipoic acid metabolism	4	458	2	3349	0.00261196485389963	0.0608331962805393
5	Domains of merozoite surface proteins	3	459	4	3347	0.042548494315508	0.440179526243426
5	Role of perforin 1 in merozoite egress	4	458	1	3350	0.00096288715356184	0.0283853702680808
5	14-3-3 protein	2	460	1	3350	0.0404213597983723	0.43408361474488
6	FALSE	123	135	1136	2419	4.6528521803544e-07	3.45862012073011e-05
6	Genes coding for components involved in ribosome assembly	17	241	115	3440	0.0118461909410382	0.195248564943333
6	Phosphoproteome - Treeck et al 2011	27	231	827	2728	3.94724987426711e-07	3.0469732683285e-05
6	Phosphoproteome - Pease et al 2013	16	242	583	2972	3.11169782890898e-06	0.000188039098727182
6	S-nitrosylated proteins	3	255	244	3311	3.69914587530986e-05	0.00168731494812429
6	S-Glutathionylated proteins	10	248	285	3270	0.015103613850093	0.229643583311641
6	Translation in prokaryotes � a template for apicoplast and mitochondrion	7	251	41	3514	0.0405159645690089	0.43408361474488
6	Phosphoproteome - Lasonder et al 2011	15	243	491	3064	8.74799945052257e-05	0.00373558189302102
6	Total palmitome of Plasmodium falciparum	8	250	301	3254	0.00126180081622668	0.0344094711593249
6	The phosphoproteome of Plasmodium falciparum infected RBCs	5	253	309	3246	1.77236762924485e-05	0.000889285457973605
6	Peptidases and proteases	0	258	112	3443	0.000770532410381707	0.0238436865097205
6	Centrosome proteins	0	258	75	3480	0.00895258284062785	0.161872376226487
6	Maturation and export of 60S and 40S ribosomal subunits	12	246	75	3480	0.0152601875638182	0.230098318307588
6	The structures of RNA polymerases	4	254	17	3538	0.0491886054863602	0.474622746207331
7	Transcription related proteins encoding genes	5	35	164	3609	0.0302042139401362	0.358697380934044
7	Chromatin modifying proteins	2	38	29	3744	0.0412032851273732	0.43408361474488
7	Transcription and processing of snRNAs	2	38	19	3754	0.0198706711227415	0.272811410433455
7	Schematic depiction of pseudouridylation	2	38	13	3760	0.0103367817419835	0.180830300580267
7	Structure and processing of pre rRNA	2	38	23	3750	0.0276493545603971	0.34152939123034
7	Mitochondrial division	1	39	3	3770	0.0413220242583571	0.43408361474488
7	Riboflavin metabolism	1	39	2	3771	0.0311503746483662	0.365607028767667
7	Model of reaction schemes showing possible ADP-ribosylation and deacetylation outcomes of the sirtuin reaction	1	39	1	3772	0.0208735289803563	0.279740707844812
8	FALSE	32	16	1227	2538	2.82964858301142e-06	0.000177472022065747
8	Phosphoproteome - Treeck et al 2011	4	44	850	2915	0.014632608304268	0.22511057984281
8	Nuclear genes with mitochondrial signal sequences	0	48	270	3495	0.046721977018303	0.472781583450483
8	Pyrimidine metabolism	2	46	19	3746	0.0279879938437878	0.34152939123034
