Geneid	groups	description
PBANKA_0208800	2	ubiquitin carboxyl-terminal hydrolase 1, putative
PBANKA_0410561	2	tRNA Isoleucine
PBANKA_0600091	2	fam-c protein
PBANKA_0620300	2	conserved protein, unknown function
PBANKA_0707100	2	inner membrane complex protein 1i
PBANKA_0707300	2	histone acetyltransferase GCN5, putative
PBANKA_0805750	2	non-coding RNA
PBANKA_0811400	2	conserved Plasmodium protein, unknown function
PBANKA_0938050	2	small nucleolar RNA snoR07
PBANKA_0943541	2	tRNA Leucine
PBANKA_0943561	2	tRNA Glycine
PBANKA_1003000	2	liver specific protein 2
PBANKA_1015000	2	ribosomal protein L15, mitochondrial, putative
PBANKA_1019580	2	small nucleolar RNA snoR23
PBANKA_1024100	2	ATP-dependent RNA helicase DDX55, putative
PBANKA_1100750	2	fam-a protein
PBANKA_1128200	2	polyadenylate-binding protein 3, putative
PBANKA_1200081	2	PIR protein
PBANKA_1227500	2	conserved Plasmodium protein, unknown function
PBANKA_1237900	2	mitochondrial-processing peptidase subunit alpha, putative
PBANKA_1244051	2	tRNA Arginine
PBANKA_1245800	2	conserved Plasmodium protein, unknown function
PBANKA_1316700	2	conserved Plasmodium protein, unknown function
PBANKA_1327400	2	YL1 nuclear protein, putative
PBANKA_1346750	2	small nucleolar RNA snoR18
PBANKA_1354550	2	small nucleolar RNA snoR20
PBANKA_1400300	2	PIR protein
PBANKA_1421261	2	tRNA Serine
PBANKA_1464841	2	tRNA Valine
PBANKA_1466141	2	fam-a protein
PBANKA_0001001	3	PIR protein
PBANKA_0201100	3	PIR protein, pseudogene
PBANKA_0202700	3	kinesin-8B
PBANKA_0203000	3	chromatin assembly factor 1 subunit C, putative
PBANKA_0206300	3	centrin-1, putative
PBANKA_0301300	3	conserved Plasmodium protein, unknown function
PBANKA_0302900	3	MORN repeat protein, putative
PBANKA_0315900	3	pseudouridine synthase, putative
PBANKA_0316000	3	replication factor C subunit 1, putative
PBANKA_0316861	3	PIR protein
PBANKA_0400100	3	PIR protein
PBANKA_0400500	3	PIR protein
PBANKA_0404100	3	DNA-(apurinic or apyrimidinic site) lyase, putative
PBANKA_0406300	3	DNA polymerase delta small subunit, putative
PBANKA_0409100	3	pre-mRNA splicing factor, putative
PBANKA_0411300	3	conserved Plasmodium protein, unknown function
PBANKA_0501300	3	DNA polymerase delta catalytic subunit, putative
PBANKA_0502400	3	conserved Plasmodium protein, unknown function
PBANKA_0507800	3	conserved protein, unknown function
PBANKA_0510600	3	cell division cycle protein 20 homolog
PBANKA_0517100	3	conserved protein, unknown function
PBANKA_0522100	3	conserved Plasmodium protein, unknown function
PBANKA_0522700	3	alpha tubulin 2
PBANKA_0600081	3	PIR protein
PBANKA_0600086	3	PIR protein
PBANKA_0600100	3	PIR protein
PBANKA_0600200	3	PIR protein
PBANKA_0600300	3	PIR protein
PBANKA_0600900	3	conserved protein, unknown function
PBANKA_0602900	3	conserved Plasmodium protein, unknown function
PBANKA_0604300	3	tetratricopeptide repeat protein, putative
PBANKA_0622000	3	conserved Plasmodium protein, unknown function
PBANKA_0700061	3	PIR protein
PBANKA_0700071	3	PIR protein
PBANKA_0705500	3	ankyrin-repeat protein, putative
PBANKA_0707200	3	alpha/beta hydrolase, putative
PBANKA_0712100	3	DNA helicase, putative
PBANKA_0716500	3	RNA-binding protein, putative
PBANKA_0720000	3	conserved Plasmodium protein, unknown function
PBANKA_0720100	3	conserved Plasmodium protein, unknown function
PBANKA_0800100	3	PIR protein
PBANKA_0801500	3	conserved Plasmodium protein, unknown function
PBANKA_0805500	3	conserved Plasmodium protein, unknown function
PBANKA_0805600	3	EKC/KEOPS complex subunit BUD32, putative
PBANKA_0806800	3	coiled-coil domain-containing protein CCDC148/CCDC112, putative
PBANKA_0813600	3	conserved Plasmodium protein, unknown function
PBANKA_0819900	3	nucleosome assembly protein
PBANKA_0820300	3	protein disulfide-isomerase PDI-Trans
PBANKA_0823600	3	pre-mRNA-splicing factor 18, putative
PBANKA_0824600	3	conserved protein, unknown function
PBANKA_0827100	3	protein kinase, putative
PBANKA_0828900	3	conserved Plasmodium protein, unknown function
PBANKA_0830300	3	CH domain-containing protein, putative
PBANKA_0830900	3	leucine-rich repeat protein
PBANKA_0835600	3	cAMP-dependent protein kinase catalytic subunit, putative
PBANKA_0836900	3	PIR protein
PBANKA_0837161	3	PIR protein
PBANKA_0902600	3	leucine-rich repeat protein
PBANKA_0903100	3	conserved Plasmodium protein, unknown function
PBANKA_0904800	3	conserved Plasmodium protein, unknown function
PBANKA_0907500	3	conserved Plasmodium protein, unknown function
PBANKA_0910900	3	sporozoite surface protein essential for liver stage development
PBANKA_0911000	3	calcium-binding protein, putative
PBANKA_0911600	3	ribosomal protein S9, mitochondrial, putative
PBANKA_0912400	3	conserved Plasmodium protein, unknown function
PBANKA_0913000	3	condensin-2 complex subunit D3, putative
PBANKA_0914700	3	FHA domain-containing protein, putative
PBANKA_0920800	3	CRAL/TRIO domain-containing protein, putative
PBANKA_0921300	3	deoxyuridine 5'-triphosphate nucleotidohydrolase, putative
PBANKA_0926700	3	exported protein 1
PBANKA_0932200	3	peptidyl-prolyl cis-trans isomerase, putative
PBANKA_0932600	3	conserved protein, unknown function
PBANKA_0934700	3	conserved protein, unknown function
PBANKA_0936800	3	conserved Plasmodium protein, unknown function
PBANKA_0937750	3	small nucleolar RNA snoR12
PBANKA_0938500	3	succinyl-CoA synthetase alpha subunit, putative
PBANKA_0939300	3	conserved Plasmodium protein, unknown function
PBANKA_0942300	3	radial spoke head protein, putative
PBANKA_1000600	3	erythrocyte membrane antigen 1
PBANKA_1000800	3	pre-mRNA splicing factor, putative
PBANKA_1011300	3	signal peptidase complex subunit SPC1, putative
PBANKA_1022400	3	dynein light chain, putative
PBANKA_1029400	3	conserved Plasmodium protein, unknown function
PBANKA_1030100	3	actin II
PBANKA_1030600	3	p1/s1 nuclease, putative
PBANKA_1033700	3	conserved Plasmodium protein, unknown function
PBANKA_1034900	3	pre-mRNA-splicing factor 38B, putative
PBANKA_1037500	3	adenylyl cyclase alpha
PBANKA_1037900	3	conserved Plasmodium protein, unknown function
PBANKA_1038700	3	tetratricopeptide repeat protein, putative
PBANKA_1038800	3	EGF domain-containing protein, putative
PBANKA_1040541	3	PIR protein
PBANKA_1100351	3	PIR protein
PBANKA_1108900	3	conserved Plasmodium protein, unknown function
PBANKA_1120900	3	conserved Plasmodium protein, unknown function
PBANKA_1123800	3	GAS8-like protein, putative
PBANKA_1129600	3	TPH domain-containing protein, putative
PBANKA_1135500	3	high mobility group protein B4, putative
PBANKA_1137900	3	proliferating cell nuclear antigen 1, putative
PBANKA_1143100	3	CLAMP domain-containing protein, putative
PBANKA_1144000	3	26S proteasome regulatory subunit RPN11, putative
PBANKA_1200400	3	PIR protein
PBANKA_1205300	3	roadblock/LC7 domain-containing protein, putative
PBANKA_1206900	3	tubulin beta chain, putative
PBANKA_1208800	3	MORN repeat protein, putative
PBANKA_1224700	3	AAA family ATPase, putative
PBANKA_1228800	3	protein kinase, putative
PBANKA_1232200	3	FACT complex subunit SPT16
PBANKA_1246600	3	cleft-like protein 1
PBANKA_1302600	3	DNA primase small subunit, putative
PBANKA_1305300	3	FACT complex subunit SSRP1, putative
PBANKA_1306000	3	replication factor A protein 3, putative
PBANKA_1308600	3	fructose-bisphosphate aldolase 2
PBANKA_1317400	3	HSP90 co-chaperone p23, putative
PBANKA_1318900	3	methyltransferase, putative
PBANKA_1326100	3	conserved Plasmodium protein, unknown function
PBANKA_1330900	3	conserved Plasmodium protein, unknown function
PBANKA_1331600	3	leucine-rich repeat protein
PBANKA_1333000	3	conserved Plasmodium protein, unknown function
PBANKA_1333100	3	protein MGET, putative
PBANKA_1340400	3	lactate dehydrogenase, putative
PBANKA_1343300	3	proteasome subunit beta type-7, putative
PBANKA_1344200	3	conserved Plasmodium protein, unknown function
PBANKA_1352100	3	SprT-like domain-containing protein, putative
PBANKA_1360600	3	leucine-rich repeat protein
PBANKA_1361500	3	WD repeat-containing protein 16, putative
PBANKA_1363900	3	conserved protein, unknown function
PBANKA_1400100	3	PIR protein
PBANKA_1402200	3	tetratricopeptide repeat protein, putative
PBANKA_1402400	3	Sld5 domain-containing protein, putative
PBANKA_1409600	3	meiosis-specific nuclear structural protein 1, putative
PBANKA_1418400	3	ATP-dependent Clp protease adapter protein ClpS, putative
PBANKA_1419200	3	RNA-binding protein, putative
PBANKA_1421000	3	calmodulin, putative
PBANKA_1421100	3	transcription elongation factor s-II, putative
PBANKA_1429100	3	conserved Plasmodium protein, unknown function
PBANKA_1431500	3	radial spoke head protein 9, putative
PBANKA_1432400	3	perforin-like protein 2
PBANKA_1437600	3	glideosome-associated protein 45, putative
PBANKA_1449000	3	microgamete surface protein MiGS, putative
PBANKA_1455100	3	replication factor C subunit 4, putative
PBANKA_1457800	3	ADP-ribosylation factor GTPase-activating protein 1, putative
PBANKA_1465841	3	fam-b protein
PBANKA_1465921	3	PIR protein
PBANKA_0001101	4	PIR protein
PBANKA_0103400	4	glyoxalase I-like protein GILP, putative
PBANKA_0104200	4	calcium-binding protein, putative
PBANKA_0104500	4	conserved Plasmodium protein, unknown function
PBANKA_0105700	4	MYND-type zinc finger protein, putative
PBANKA_0201600	4	early transcribed membrane protein
PBANKA_0204200	4	tubulin-specific chaperone a, putative
PBANKA_0204600	4	photosensitized INA-labeled protein PHIL1
PBANKA_0204900	4	DnaJ domain-containing protein, putative
PBANKA_0206900	4	pre-rRNA-processing protein TSR2, putative
PBANKA_0207100	4	EF hand domain-containing protein, putative
PBANKA_0304400	4	merozoite surface protein 4/5
PBANKA_0309500	4	secreted protein with altered thrombospondin repeat domain
PBANKA_0314200	4	calcium-dependent protein kinase 1
PBANKA_0315200	4	small nuclear ribonucleoprotein Sm D2, putative
PBANKA_0315300	4	patatin-like phospholipase, putative
PBANKA_0400700	4	fam-a protein, pseudogene
PBANKA_0404700	4	glutaredoxin 1, putative
PBANKA_0405200	4	T-complex protein 1 subunit beta, putative
PBANKA_0410600	4	60S ribosomal protein L26, putative
PBANKA_0412200	4	conserved Plasmodium protein, unknown function
PBANKA_0502900	4	conserved Plasmodium protein, unknown function
PBANKA_0503400	4	conserved Plasmodium protein, unknown function
PBANKA_0505400	4	conserved Plasmodium protein, unknown function
PBANKA_0508700	4	conserved Plasmodium protein, unknown function
PBANKA_0510900	4	40S ribosomal protein S2, putative
PBANKA_0511800	4	centrin-3, putative
PBANKA_0516300	4	DER1-like protein, putative
PBANKA_0602800	4	ubiquitin-conjugating enzyme E2, putative
PBANKA_0603700	4	conserved protein, unknown function
PBANKA_0609900	4	heat shock protein DNAJ homologue Pfj4, putative
PBANKA_0610900	4	HSP40, subfamily A, putative
PBANKA_0611700	4	conserved protein, unknown function
PBANKA_0617100	4	60S ribosomal protein L11a, putative
PBANKA_0617300	4	conserved protein, unknown function
PBANKA_0621000	4	dynactin subunit 5, putative
PBANKA_0621200	4	metallo-hydrolase/oxidoreductase, putative
PBANKA_0621900	4	mitochondrial import inner membrane translocase subunit TIM14, putative
PBANKA_0622700	4	mago nashi protein homologue, putative
PBANKA_0700500	4	fam-a protein
PBANKA_0709000	4	protein transport protein SEC61 subunit beta, putative
PBANKA_0713300	4	histidine triad nucleotide-binding protein 1, putative
PBANKA_0714500	4	HAP2-GCS1 domain-containing protein, putative
PBANKA_0718800	4	small GTP-binding protein sar1, putative
PBANKA_0720800	4	RNA-binding protein NOB1, putative
PBANKA_0721700	4	ran-specific GTPase-activating protein 1, putative
PBANKA_0800400	4	conserved Plasmodium protein, unknown function
PBANKA_0803400	4	40S ribosomal protein S29, putative
PBANKA_0807600	4	40S ribosomal protein S11, putative
PBANKA_0807700	4	kinesin-5, putative
PBANKA_0809000	4	translation initiation factor SUI1, putative
PBANKA_0816100	4	SUMO-conjugating enzyme UBC9, putative
PBANKA_0816200	4	ribonuclease H2 subunit C, putative
PBANKA_0822600	4	conserved protein, unknown function
PBANKA_0828800	4	cytochrome c oxidase subunit 6B, putative
PBANKA_0833000	4	profilin
PBANKA_0904700	4	60S ribosomal protein L41, putative
PBANKA_0905500	4	conserved Plasmodium protein, unknown function
PBANKA_0906400	4	60S ribosomal protein L35ae, putative
PBANKA_0917000	4	conserved Plasmodium protein, unknown function
PBANKA_0920600	4	TFIIS central domain-containing protein, putative
PBANKA_0921500	4	small nuclear ribonucleoprotein F, putative
PBANKA_0921600	4	alternative splicing factor SR-MG
PBANKA_0922400	4	XTBD domain-containing protein, putative
PBANKA_0925000	4	RING zinc finger protein, putative
PBANKA_0928200	4	conserved protein, unknown function
PBANKA_0929200	4	conserved protein, unknown function
PBANKA_0930000	4	AP-1 complex subunit sigma, putative
PBANKA_0930300	4	GTP-binding nuclear protein RAN/TC4, putative
PBANKA_0932300	4	AP2 domain transcription factor, putative
PBANKA_0934500	4	protein tyrosine phosphatase
PBANKA_0935700	4	Josephin domain-containing protein, putative
PBANKA_0943600	4	60S acidic ribosomal protein P1, putative
PBANKA_1003700	4	conserved protein, unknown function
PBANKA_1012400	4	RNA methyltransferase, putative
PBANKA_1012700	4	conserved Plasmodium protein, unknown function
PBANKA_1018600	4	60S ribosomal protein L21, putative
PBANKA_1022000	4	40S ribosomal protein S25, putative
PBANKA_1023700	4	conserved Plasmodium protein, unknown function
PBANKA_1028400	4	60S ribosomal protein L10, putative
PBANKA_1029500	4	conserved Plasmodium protein, unknown function
PBANKA_1029600	4	conserved Plasmodium protein, unknown function
PBANKA_1031600	4	ribosome maturation protein SBDS, putative
PBANKA_1032100	4	rhoptry-associated protein 1
PBANKA_1032900	4	conserved Plasmodium protein, unknown function
PBANKA_1036300	4	RNA-binding protein, putative
PBANKA_1105400	4	small ubiquitin-related modifier, putative
PBANKA_1108800	4	leucine-rich repeat protein
PBANKA_1110500	4	translationally-controlled tumor protein homolog
PBANKA_1111600	4	prefoldin subunit 6, putative
PBANKA_1117500	4	ribosomal protein L27a, putative
PBANKA_1118000	4	heptatricopeptide repeat-containing protein, putative
PBANKA_1118600	4	cell division cycle protein 48 homologue, putative
PBANKA_1122800	4	ribonuclease H2 subunit A, putative
PBANKA_1122900	4	hexokinase, putative
PBANKA_1131000	4	V-type proton ATPase 21 kDa proteolipid subunit, putative
PBANKA_1131100	4	adenylosuccinate synthetase, putative
PBANKA_1133900	4	conserved protein, unknown function
PBANKA_1142900	4	suppressor of kinetochore protein 1, putative
PBANKA_1205000	4	G-strand-binding protein 2
PBANKA_1208900	4	ankyrin-repeat protein, putative
PBANKA_1214300	4	enolase, putative
PBANKA_1216500	4	peptidyl-prolyl cis-trans isomerase, putative
PBANKA_1217600	4	histone H2A.Z, putative
PBANKA_1218500	4	protein phosphatase inhibitor 2, putative
PBANKA_1218900	4	elongation factor 1-delta, putative
PBANKA_1219200	4	Cg8 protein, putative
PBANKA_1222400	4	ubiquitin regulatory protein, putative
PBANKA_1223500	4	DNA helicase PSH3, putative
PBANKA_1224800	4	conserved protein, unknown function
PBANKA_1226500	4	proteasome subunit beta type-4, putative
PBANKA_1231000	4	40S ribosomal protein S11, putative
PBANKA_1231700	4	60S ribosomal protein L2, putative
PBANKA_1234000	4	V-type proton ATPase 16 kDa proteolipid subunit, putative
PBANKA_1234800	4	40S ribosomal protein S9, putative
PBANKA_1238200	4	DnaJ protein, putative
PBANKA_1239200	4	ribosome-interacting GTPase 1, putative
PBANKA_1242300	4	Hsc70-interacting protein, putative
PBANKA_1244400	4	conserved Plasmodium protein, unknown function
PBANKA_1303800	4	triosephosphate isomerase, putative
PBANKA_1310400	4	centrin-2, putative
PBANKA_1311100	4	ribosomal protein S14, mitochondrial, putative
PBANKA_1318600	4	conserved protein, unknown function
PBANKA_1327600	4	zinc finger protein, putative
PBANKA_1338900	4	glideosome associated protein with multiple membrane spans 1, putative
PBANKA_1339400	4	micro-fibrillar-associated protein, putative
PBANKA_1340100	4	L-lactate dehydrogenase
PBANKA_1342800	4	nicotinamide/nicotinic acid mononucleotide adenylyltransferase, putative
PBANKA_1350200	4	conserved Plasmodium protein, unknown function
PBANKA_1350500	4	parasitophorous vacuolar protein 3
PBANKA_1350600	4	nuclear movement protein, putative
PBANKA_1354500	4	60S ribosomal protein L18-2, putative
PBANKA_1355000	4	V-type proton ATPase subunit D, putative
PBANKA_1358800	4	kinetochore protein SPC25, putative
PBANKA_1363200	4	ubiquitin-activating enzyme E1, putative
PBANKA_1364200	4	60S ribosomal protein L17, putative
PBANKA_1416300	4	40S ribosomal protein S19, putative
PBANKA_1423500	4	60S ribosomal protein L13-2, putative
PBANKA_1430600	4	conserved Plasmodium protein, unknown function
PBANKA_1431050	4	10 kDa chaperonin, putative
PBANKA_1445400	4	protein transport protein SEC13
PBANKA_1449500	4	CHCH domain-containing protein, putative
PBANKA_1450400	4	peptidase, putative
PBANKA_1450700	4	clustered-asparagine-rich protein, putative
PBANKA_1452600	4	calcyclin binding protein, putative
PBANKA_1453600	4	ribosomal protein L23, mitochondrial, putative
PBANKA_1458000	4	translation machinery-associated protein 46, putative
PBANKA_1459700	4	pre-mRNA-splicing factor CWC26, putative
PBANKA_1462100	4	conserved Plasmodium protein, unknown function
PBANKA_1464200	4	thymidylate kinase, putative
PBANKA_1465100	4	Plasmodium exported protein, unknown function
PBANKA_0001201	5	PIR protein
PBANKA_0100600	5	schizont membrane associated cytoadherence protein
PBANKA_0213900	5	dynein light chain, putative
PBANKA_0303300	5	conserved Plasmodium protein, unknown function
PBANKA_0317041	5	PIR protein
PBANKA_0404300	5	P-loop containing nucleoside triphosphate hydrolase, putative
PBANKA_0416600	5	replication protein A1, small fragment
PBANKA_0600251	5	PIR protein, pseudogene
PBANKA_0601200	5	dynein heavy chain, putative
PBANKA_0607900	5	cGMP-specific 3',5'-cyclic phosphodiesterase alpha, putative
PBANKA_0616100	5	prefoldin subunit 3, putative
PBANKA_0701100	5	CRA domain-containing protein, putative
PBANKA_0717300	5	cdc2-related protein kinase 3
PBANKA_0812000	5	DNA primase large subunit, putative
PBANKA_0812100	5	phosphatidylinositol N-acetylglucosaminyltransferase, putative
PBANKA_0828200	5	conserved Plasmodium protein, unknown function
PBANKA_0829700	5	guanylate kinase, putative
PBANKA_0916100	5	nucleic acid binding protein, putative
PBANKA_0934200	5	ubiquitin domain-containing protein DSK2, putative
PBANKA_0936400	5	conserved protein, unknown function
PBANKA_0937900	5	conserved Plasmodium protein, unknown function
PBANKA_0942600	5	conserved Plasmodium protein, unknown function
PBANKA_1009700	5	ribonuclease H2 subunit B, putative
PBANKA_1009900	5	conserved Plasmodium protein, unknown function
PBANKA_1013600	5	PhIL1 interacting protein PIP2, putative
PBANKA_1016700	5	leucine-rich repeat protein
PBANKA_1038400	5	selenoprotein, putative
PBANKA_1040300	5	fam-b protein
PBANKA_1103000	5	serine/arginine-rich splicing factor 12, putative
PBANKA_1125800	5	conserved Plasmodium protein, unknown function
PBANKA_1203500	5	conserved Plasmodium protein, unknown function
PBANKA_1205100	5	PPPDE peptidase, putative
PBANKA_1226600	5	tubulin gamma chain, putative
PBANKA_1233600	5	secreted ookinete protein, putative
PBANKA_1238300	5	dynein light chain Tctex-type, putative
PBANKA_1243500	5	conserved protein, unknown function
PBANKA_1301600	5	vacuole membrane protein 1, putative
PBANKA_1306200	5	tRNA import protein tRIP
PBANKA_1319100	5	hemolysin III, putative
PBANKA_1325700	5	thioredoxin-like protein
PBANKA_1328200	5	conserved Plasmodium protein, unknown function
PBANKA_1334100	5	proteasome subunit beta type-2, putative
PBANKA_1336400	5	DnaJ protein, putative
PBANKA_1348800	5	conserved protein, unknown function
PBANKA_1359600	5	6-cysteine protein
PBANKA_1406600	5	CCAAT-binding transcription factor, putative
PBANKA_1421400	5	C-Myc-binding protein, putative
PBANKA_1452000	5	hydrolase, putative
PBANKA_0007901	6	PIR protein
PBANKA_0102300	6	cation/H+ antiporter
PBANKA_0110300	6	conserved Plasmodium protein, unknown function
PBANKA_0205700	6	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST3/OST6, putative
PBANKA_0309000	6	ribosomal protein L12, mitochondrial, putative
PBANKA_0310800	6	RTR1 domain-containing protein, putative
PBANKA_0313700	6	conserved Plasmodium membrane protein, unknown function
PBANKA_0315430	6	small nucleolar RNA snoR01
PBANKA_0402200	6	plasmoredoxin
PBANKA_0417700	6	alpha tubulin 1
PBANKA_0501800	6	myosin essential light chain ELC, putative
PBANKA_0507200	6	conserved Plasmodium protein, unknown function
PBANKA_0507400	6	orotidine 5'-phosphate decarboxylase, putative
PBANKA_0513800	6	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_0515500	6	protein phosphatase inhibitor 3, putative
PBANKA_0518200	6	flavoprotein subunit of succinate dehydrogenase, putative
PBANKA_0614100	6	transcription initiation factor IIA subunit 1, putative
PBANKA_0615600	6	thioredoxin-like protein
PBANKA_0701500	6	prohibitin 1
PBANKA_0703910	6	small nucleolar RNA snoR05
PBANKA_0705900	6	lipase maturation factor, putative
PBANKA_0706900	6	mitochondrial import receptor subunit TOM7, putative
PBANKA_0710600	6	phosphatidylglycerophosphate synthase, putative
PBANKA_0711900	6	heat shock protein 70
PBANKA_0721900	6	60S ribosomal protein L7ae/L30e, putative
PBANKA_0817300	6	conserved Plasmodium protein, unknown function
PBANKA_0821800	6	U4/U6 snRNA-associated-splicing factor, putative
PBANKA_0832100	6	conserved Plasmodium protein, unknown function
PBANKA_0902700	6	conserved Plasmodium protein, unknown function
PBANKA_0903400	6	TMEM65 domain-containing protein, putative
PBANKA_0906600	6	coproporphyrinogen-III oxidase, putative
PBANKA_0912300	6	tudor staphylococcal nuclease, putative
PBANKA_0929600	6	nucleolar protein 56, putative
PBANKA_0938400	6	endoplasmic reticulum-resident calcium binding protein, putative
PBANKA_1006200	6	sporozoite invasion-associated protein 1
PBANKA_1017700	6	cytochrome b-c1 complex subunit 6, putative
PBANKA_1022600	6	pantothenate kinase 1, putative
PBANKA_1025000	6	conserved protein, unknown function
PBANKA_1025800	6	prefoldin subunit 2, putative
PBANKA_1026200	6	NADP-specific glutamate dehydrogenase, putative
PBANKA_1104500	6	conserved protein, unknown function
PBANKA_1106300	6	GTPase-activating protein, putative
PBANKA_1125100	6	3-oxoacyl-acyl-carrier protein synthase, putative
PBANKA_1136400	6	ER membrane protein complex subunit 3, putative
PBANKA_1137600	6	Fe-S assembly protein IscX, putative
PBANKA_1138300	6	transmembrane and coiled-coil domain-containing protein 1, putative
PBANKA_1146761	6	PIR protein
PBANKA_1217700	6	ATP-dependent RNA helicase DDX6
PBANKA_1225600	6	alpha/beta hydrolase, putative
PBANKA_1233900	6	50S ribosomal protein L14, mitochondrial, putative
PBANKA_1243300	6	peptidyl-prolyl cis-trans isomerase, putative
PBANKA_1302500	6	conserved protein, unknown function
PBANKA_1303600	6	leucine carboxyl methyltransferase, putative
PBANKA_1310100	6	pyruvate dehydrogenase E1 component subunit beta, putative
PBANKA_1328400	6	cytochrome c oxidase subunit ApiCOX25, putative
PBANKA_1331900	6	eukaryotic initiation factor 4a, putative
PBANKA_1343800	6	transcriptional regulatory protein sir2a
PBANKA_1348300	6	U3 small nucleolar RNA-associated protein 4, putative
PBANKA_1402100	6	conserved Plasmodium protein, unknown function
PBANKA_1403400	6	DNA-directed RNA polymerase II subunit RPB11, putative
PBANKA_1404100	6	site-2 protease S2P
PBANKA_1404700	6	conserved protein, unknown function
PBANKA_1405100	6	V-type proton ATPase subunit H, putative
PBANKA_1411000	6	conserved Plasmodium protein, unknown function
PBANKA_1413000	6	transmembrane emp24 domain-containing protein, putative
PBANKA_1417300	6	translocation protein SEC63, putative
PBANKA_1419500	6	conserved protein, unknown function
PBANKA_1428800	6	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial, putative
PBANKA_1430200	6	ER membrane protein complex subunit 6, putative
PBANKA_1441200	6	Mic1 domain-containing protein, putative
PBANKA_1445100	6	ATP-dependent protease subunit ClpQ, putative
PBANKA_1455900	6	conserved protein, unknown function
PBANKA_0008901	7	PIR protein, pseudogene
PBANKA_0112721	7	fam-a protein, pseudogene
