cluster_id	target	count_both	count_only_cluster	count_only_target	count_none	p.value	odds.ratio	fdr
1	ER-to Golgi_ translocation and quality control	0	202	15	3596	1	0	1
1	One-carbon enzyme systems serine hydroxymethyltransferase and glycine-cleavage complex	0	202	9	3602	1	0	1
1	Transcription in prokaryotes	0	202	3	3608	1	0	1
1	Various features of C/D and H/ACA snoRNAs	0	202	6	3605	1	0	1
1	Merozoite egress	0	202	3	3608	1	0	1
1	Riboflavin metabolism	0	202	3	3608	1	0	1
1	Post-translational modification of elongation factor 2	0	202	5	3606	1	0	1
1	Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication	0	202	10	3601	1	0	1
1	Structure of telomere and sub-telomeric regions	0	202	1	3610	1	0	1
1	Model of reaction schemes showing possible ADP-ribosylation and deacetylation outcomes of the sirtuin reaction	0	202	2	3609	1	0	1
2	FALSE	158	123	1101	2431	1.3007099387786e-16	2.83542505947711	2.17543737260721e-14
2	Genes coding for components involved in ribosome assembly	3	278	129	3403	0.0168758546808713	0.284732348824283	0.240662892518522
2	mRNA degradation	0	281	29	3503	0.268862793211402	0	1
2	Splicing of pre-mRNA	6	275	100	3432	0.704324102746704	0.748820503667877	1
2	RNA Degradation Factors	1	280	38	3494	0.361649289490151	0.328444706420262	1
2	Phosphoproteome - Treeck et al 2011	39	242	815	2717	0.000253717859069622	0.537317259588432	0.00936761181576469
2	Phosphoproteome - Pease et al 2013	23	258	576	2956	0.000162173248056691	0.457585479312182	0.00650963417699558
2	S-nitrosylated proteins	13	268	234	3298	0.209430393858129	0.683724598138865	0.942436772361581
2	S-Glutathionylated proteins	15	266	280	3252	0.131344308159001	0.655004014052797	0.798812201439741
2	Transcription related proteins encoding genes	3	278	166	3366	0.00218700902746686	0.218866993363702	0.0522538942634045
2	Translation in prokaryotes � a template for apicoplast and mitochondrion	0	281	48	3484	0.0470799682142763	0	0.472781583450483
2	Nuclear genes with apicoplast signal sequences	7	274	223	3309	0.00608759892460749	0.37915421385198	0.117684875160195
2	Terpenoid metabolism	0	281	13	3519	0.616999658040064	0	1
2	N-myristoylation_ S-acylation and prenylation of proteins	1	280	19	3513	1	0.660374036058199	1
2	Proteins of detergent-resistant membranes	9	272	96	3436	0.570881492230097	1.18422597662713	1
2	Genes coding for transport proteins	10	271	122	3410	0.86551659820455	1.03139369091634	1
2	Chromatin modifying proteins	1	280	30	3502	0.724770826228489	0.416971646507593	1
2	Histone lysine methylation	1	280	15	3517	1	0.837408629553831	1
2	Plasmodium falciparum chromatin landscape	0	281	18	3514	0.638396468525932	0	1
2	Topogenesis of the Rieske FeS protein	0	281	10	3522	1	0	1
2	Nuclear genes with mitochondrial signal sequences	6	275	264	3268	0.000240216897495475	0.270140064721595	0.00927144833218113
2	Porphyrin metabolism	0	281	17	3515	0.631288726250086	0	1
2	Pyrimidine metabolism	3	278	18	3514	0.198157738211349	2.10615191714744	0.914258805954431
2	Mitochondrial electron flow	0	281	24	3508	0.25384101795852	0	0.993854130169466
2	Phosphoproteome - Lasonder et al 2011	19	262	487	3045	0.000475388639047729	0.453509975444429	0.0161712711621829
2	Established and putative Maurer�s clefts proteins	6	275	43	3489	0.171487008770134	1.76997809495778	0.862806282753574
2	The acidocalcisome	4	277	32	3500	0.334756018188707	1.57917763198657	1
2	ATP-dependent chromatin remodeling complexes	5	276	29	3503	0.100841173165265	2.18758875353019	0.728015232167935
2	Phenylalanine and Tyrosine metabolism	0	281	9	3523	1	0	1
2	Modification of proteins by adenylylation and ADP-ribosylation	1	280	47	3485	0.25899808734646	0.264872109399703	0.995802991004494
2	Protein biosynthesis	1	280	54	3478	0.184975836678876	0.230076254113095	0.891922078257846
2	DNA binding proteins with AP2 domain(s)	0	281	19	3513	0.393013190799678	0	1
2	Heterochromatin structure of the telomeric and subtelomeric regions	0	281	5	3527	1	0	1
2	Total palmitome of Plasmodium falciparum	14	267	295	3237	0.0524788266188606	0.575426583290796	0.489642989414428
2	Ribosomal structure	6	275	139	3393	0.145387380287357	0.532652412170104	0.835313724489376
2	Glyoxalase metabolism	0	281	6	3526	1	0	1
2	The phosphoproteome of Plasmodium falciparum infected RBCs	11	270	303	3229	0.00454095667825153	0.434233781354437	0.0939556706520703
2	Proteins involved in steps during passage through prophase	5	276	16	3516	0.0160048246594962	3.97887394217452	0.232603577572214
2	Protein phosphorylation	2	279	75	3457	0.122885421668059	0.330479985709141	0.770722004024358
2	Protein kinase coding genes	5	276	79	3453	0.832063016692686	0.791851553080434	1
2	Pre-replicative complex formation and transition to replication	3	278	17	3515	0.178966218184529	2.23060450373948	0.884692610582143
2	Dolichol metabolism	1	280	5	3527	0.368479753916147	2.5183433367237	1
2	Purine metabolism	3	278	30	3502	0.731895864365899	1.25962683063596	1
2	Double strand break repair and homologous recombination	0	281	11	3521	1	0	1
2	Genes involved in excision-repair	4	277	74	3458	0.658972109293862	0.674882939640889	1
2	Genes coding for enzymes/proteins involved in DNA replication	2	279	56	3476	0.440731725179779	0.44502449678931	1
2	Fatty acids elongation in the endoplasmic reticulum	1	280	11	3521	0.601482534960384	1.14313863436531	1
2	Fatty acid synthesis in the apicoplast	1	280	27	3505	0.718471326101781	0.463692448799094	1
2	Genes coding for components of the proteasome degradation machinery & their timed transcription	4	277	100	3432	0.248997318115345	0.495667968779814	0.993854130169466
2	Subcellular location of adaptor proteins	0	281	25	3507	0.25403446376529	0	0.993854130169466
2	Classical COPI-mediated vesicular transport	1	280	29	3503	0.722026743933651	0.431471334111928	1
2	Genes coding for protein traffic related proteins	0	281	60	3472	0.0209408196787128	0	0.279740707844812
2	Thioredoxin_ Glutaredoxin and Peroxiredoxin	1	280	23	3509	1	0.544972237298334	1
2	Redox Metabolism	1	280	34	3498	0.513582448469987	0.367501248458801	1
2	Initiation of translation	0	281	42	3490	0.0711327901458758	0	0.59307466757708
2	Quality control mechanisms during ribosome maturation	1	280	11	3521	0.601482534960384	1.14313863436531	1
2	Signaling machinery in malaria parasites	2	279	15	3517	0.359907349129572	1.68047143083176	1
2	Ubiquinone metabolism	0	281	7	3525	1	0	1
2	Import of proteins into the mitochondrion	0	281	25	3507	0.25403446376529	0	0.993854130169466
2	Peptidases and proteases	6	275	106	3426	0.579603298592581	0.705258481363075	1
2	Genes coding for chaperones and their regulators	4	277	98	3434	0.245878694464912	0.506077788526025	0.993854130169466
2	Centrosome proteins	12	269	63	3469	0.0109348887730499	2.45553228965303	0.187575399722317
2	Tubulin and microtubules	4	277	20	3512	0.095504305540235	2.53482295005636	0.69955161028924
2	Proteins targeted by the thioredoxin superfamily enzymes	0	281	38	3494	0.110602240748699	0	0.74194912251237
2	Arginine and proline metabolism	0	281	6	3526	1	0	1
2	Pyridoxal phosphate (Vitamin B6) metabolism	0	281	22	3510	0.402521673629187	0	1
2	Transporters of the plasma membrane	5	276	56	3476	0.802660506736787	1.12443742280822	1
2	Mitochondrial TCA cycle	0	281	18	3514	0.638396468525932	0	1
2	Possible paths for apoptosis	0	281	20	3512	0.394417939282742	0	1
2	Phosphatidylethanolamine and phosphatidylserine metabolism	2	279	29	3503	1	0.865924406115338	1
2	Structure and organization of centromeric chromatin	1	280	10	3522	0.569678102220784	1.25777229715745	1
2	Chaperone-mediated modulation of nucleosome-histone interactions	0	281	13	3519	0.616999658040064	0	1
2	Acetylation recognition by the bromodomain and other modules	0	281	12	3520	1	0	1
2	Putative organization of the kinetochore	9	272	26	3506	0.000720620444552734	4.45870560435896	0.0229569084478943
2	Plasmodium falciparum histone acetylation and methylation	0	281	7	3525	1	0	1
2	Histone acetylation	0	281	24	3508	0.25384101795852	0	0.993854130169466
2	Protein arginine methylation	0	281	10	3522	1	0	1
2	Nucleosome assembly and regulation	4	277	34	3498	0.359720671982439	1.48547003145085	1
2	Compartmentalization of transcription site in the nucleus	0	281	4	3528	1	0	1
2	Pentose Phosphate Cycle	0	281	9	3523	1	0	1
2	Thiamine metabolism	0	281	15	3517	0.62081066966669	0	1
2	RNA polymerase II transcribes mRNA	0	281	38	3494	0.110602240748699	0	0.74194912251237
2	tRNA thiolation	1	280	6	3526	0.415093147441118	2.09825139300675	1
2	Genes coding for GPI-anchored membrane proteins	2	279	23	3509	0.706435628203101	1.09360581398149	1
2	Subcellular localization of proteins involved in invasion	6	275	33	3499	0.063243890324007	2.31281926802995	0.547114171897767
2	Functional annotation of merozoite invasion-related proteins	6	275	36	3496	0.124215194872209	2.11821833781472	0.771826303741559
2	Maturation and export of 60S and 40S ribosomal subunits	0	281	87	3445	0.00263701448749722	0	0.0608331962805393
2	Pre-ribosomal particles along the 60S assembly pathway	1	280	23	3509	1	0.544972237298334	1
2	Structure of the mitotic centrosome	10	271	20	3512	3.21638406879982e-05	6.47314269107547	0.00150122856420494
2	Centriole proteins	6	275	13	3519	0.00181281653114373	5.89988951567409	0.0454790347250682
2	Classical clathrin-mediated vesicular transport	0	281	38	3494	0.110602240748699	0	0.74194912251237
2	Molecular model of vesicle exocytosis	0	281	18	3514	0.638396468525932	0	1
2	Molecular motor prototypes	8	273	33	3499	0.00883568054278101	3.10563957720615	0.161211007721468
2	Genes coding for Fe-S containing proteins	0	281	17	3515	0.631288726250086	0	1
2	Maturation of cytosolic and nuclear Fe-S proteins	0	281	14	3518	0.617930023243205	0	1
2	Nucleotide excision repair	2	279	27	3505	1	0.930587156551916	1
2	DNA Replication	3	278	35	3497	0.756760089480816	1.07815460939749	1
2	Kinetochores power chromosome movements in mitosis	12	269	27	3505	1.30520107415149e-05	5.78527287597771	0.000707983393465416
2	Regulation of spindle microtubule dynamics	9	272	36	3496	0.00470825723138325	3.21164492757772	0.0954492147816786
2	Control of the mitotic spindle organization by kinesins	2	279	8	3524	0.164729265560328	3.15616061071124	0.861058481992835
2	Control of microtubule assembly	5	276	16	3516	0.0160048246594962	3.97887394217452	0.232603577572214
2	Pre-ribosomal particles along the 40S assembly pathway	1	280	14	3518	1	0.897469512103922	1
2	Transcription and processing of snRNAs	0	281	21	3511	0.397647968766825	0	1
2	Proteins containing histone post translational modification-binding modules	0	281	25	3507	0.25403446376529	0	0.993854130169466
2	Histone chaperones	3	278	22	3510	0.425336657203505	1.72139973271029	1
2	Phosphoinositides and membrane traffic	0	281	23	3509	0.408867296441635	0	1
2	Calcium � calmodulin activation of protein kinases	1	280	19	3513	1	0.660374036058199	1
2	Inositol Phosphate metabolism	2	279	22	3510	0.695690285395009	1.14365168934594	1
2	The structures of RNA polymerases	0	281	21	3511	0.397647968766825	0	1
2	Mechanism of Fe�S-protein biogenesis	1	280	18	3514	1	0.697257363604836	1
2	Selenocysteine biosynthesis	0	281	10	3522	1	0	1
