cluster_id	target	count_both	count_only_cluster	count_only_target	count_none	p.value	fdr
1	Phosphatidylethanolamine and phosphatidylserine metabolism	1	201	30	3581	1	1
1	Structure and organization of centromeric chromatin	0	202	11	3600	1	1
1	Chaperone-mediated modulation of nucleosome-histone interactions	0	202	13	3598	1	1
1	Acetylation recognition by the bromodomain and other modules	0	202	12	3599	1	1
1	Putative organization of the kinetochore	0	202	35	3576	0.258873996444896	0.995802991004494
1	Plasmodium falciparum histone acetylation and methylation	0	202	7	3604	1	1
1	Histone acetylation	0	202	24	3587	0.63558136526112	1
1	Protein arginine methylation	0	202	10	3601	1	1
1	Nucleosome assembly and regulation	1	201	37	3574	0.72057289189892	1
1	Compartmentalization of transcription site in the nucleus	0	202	4	3607	1	1
1	Pentose Phosphate Cycle	0	202	9	3602	1	1
1	Thiamine metabolism	2	200	13	3598	0.186952302208623	0.896882302019027
1	RNA polymerase II transcribes mRNA	1	201	37	3574	0.72057289189892	1
1	tRNA thiolation	0	202	7	3604	1	1
1	Genes coding for GPI-anchored membrane proteins	0	202	25	3586	0.640534534880822	1
1	Subcellular localization of proteins involved in invasion	0	202	39	3572	0.267586931748166	1
1	Functional annotation of merozoite invasion-related proteins	0	202	42	3569	0.169159006966642	0.862121041324534
1	Maturation and export of 60S and 40S ribosomal subunits	3	199	84	3527	0.627100859101259	1
1	Pre-ribosomal particles along the 60S assembly pathway	2	200	22	3589	0.365875494501404	1
1	Structure of the mitotic centrosome	0	202	30	3581	0.404501552930813	1
1	Centriole proteins	1	201	18	3593	1	1
1	Classical clathrin-mediated vesicular transport	2	200	36	3575	1	1
1	Molecular model of vesicle exocytosis	0	202	18	3593	0.621068959244392	1
1	Molecular motor prototypes	0	202	41	3570	0.169245485940143	0.862121041324534
1	Genes coding for Fe-S containing proteins	0	202	17	3594	1	1
1	Maturation of cytosolic and nuclear Fe-S proteins	1	201	13	3598	0.533911543094999	1
1	Nucleotide excision repair	1	201	28	3583	1	1
1	DNA Replication	0	202	38	3573	0.264394135842219	1
1	Kinetochores power chromosome movements in mitosis	0	202	39	3572	0.267586931748166	1
1	Regulation of spindle microtubule dynamics	0	202	45	3566	0.172236819061583	0.862806282753574
1	Control of the mitotic spindle organization by kinesins	0	202	10	3601	1	1
1	Control of microtubule assembly	0	202	21	3590	0.624520145596657	1
1	Pre-ribosomal particles along the 40S assembly pathway	0	202	15	3596	1	1
1	Transcription and processing of snRNAs	0	202	21	3590	0.624520145596657	1
1	Proteins containing histone post translational modification-binding modules	0	202	25	3586	0.640534534880822	1
1	Histone chaperones	0	202	25	3586	0.640534534880822	1
1	Phosphoinositides and membrane traffic	1	201	22	3589	1	1
1	Calcium � calmodulin activation of protein kinases	0	202	20	3591	0.622389678716757	1
1	Inositol Phosphate metabolism	2	200	22	3589	0.365875494501404	1
1	The structures of RNA polymerases	0	202	21	3590	0.624520145596657	1
1	Mechanism of Fe�S-protein biogenesis	2	200	17	3594	0.266584875118339	1
1	Selenocysteine biosynthesis	0	202	10	3601	1	1
1	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	0	202	10	3601	1	1
1	Pyruvate metabolism	1	201	16	3595	0.60439432598782	1
1	Chaperone-assisted protein folding	1	201	70	3541	0.181871504504108	0.88811705484123
1	Sphingomyelin and ceramide metabolism	0	202	18	3593	0.621068959244392	1
1	Generation of polyphosphates	0	202	14	3597	1	1
1	Cleavage and polyadenylation of pre-mRNA	0	202	15	3596	1	1
1	Protein factors in pre-mRNA 3�-end processing	0	202	18	3593	0.621068959244392	1
1	Oxidative protein folding in the endoplasmic reticulum	0	202	9	3602	1	1
1	Transporters of the mitochondrial and apicoplast membranes	2	200	28	3583	0.671616631650805	1
1	Phosphatases of Plasmodium falciparum and their timed expression	2	200	39	3572	1	1
1	Transporters of the ER/Golgi and digestive vacuole membranes	2	200	28	3583	0.671616631650805	1
1	CCR4 � NOT complex	1	201	17	3594	1	1
1	Encoded proteins that could be constituents of P-bodies	2	200	41	3570	1	1
1	Isoprenoids metabolism	1	201	13	3598	0.533911543094999	1
1	Rab and other proteins involved in intracellular traffic	0	202	16	3595	1	1
1	Rab proteins	0	202	13	3598	1	1
1	Endosome maturation	0	202	12	3599	1	1
1	Rab cycle	1	201	42	3569	0.726641867495641	1
1	Molecular markers of resistance to antimalarial drugs	1	201	11	3600	0.480115573620331	1
1	ATP synthase complex	1	201	19	3592	1	1
1	DNA mismatch repair system	1	201	24	3587	1	1
1	Base excision repair of AP sites	1	201	36	3575	0.720474189282141	1
1	Actin and filaments	2	200	26	3585	0.658162162600936	1
1	A model for UbpX function in the regulation of PCNA deubiquitylation	1	201	15	3596	0.582165578797149	1
1	Model for translesion DNA synthesis	1	201	11	3600	0.480115573620331	1
1	Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	2	200	20	3591	0.326566245904256	1
1	Phosphatidylcholine metabolism	0	202	13	3598	1	1
1	Components of the linear motor responsible for merozoite motility in invasion	1	201	33	3578	1	1
1	Parasite encoded proteins associated with the membrane of infected erythrocytes	0	202	34	3577	0.258505773965673	0.995802991004494
1	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	2	200	33	3578	0.708452265011941	1
1	Asparagine and Aspartate metabolism	0	202	8	3603	1	1
1	Biosynthesis of Fe-S proteins in the apicoplast	1	201	13	3598	0.533911543094999	1
1	Methionine and Polyamine metabolism	1	201	18	3593	1	1
1	Signal recognition particle-mediated targeting of membrane and secretory proteins	1	201	11	3600	0.480115573620331	1
1	Karyopherin/exportin-mediated nuclear export pathways	2	200	16	3595	0.246515009718635	0.993854130169466
1	tRNA modifications	2	200	41	3570	1	1
1	Schematic depiction of pseudouridylation	1	201	14	3597	0.558694346015454	1
1	The HSP70 chaperone cycle	0	202	7	3604	1	1
1	Organization of chaperone pathways in the cytosol	0	202	30	3581	0.404501552930813	1
1	The ATG autophagic pathway	0	202	13	3598	1	1
1	Glutamate metabolism	0	202	14	3597	1	1
1	Glycolysis	1	201	27	3584	1	1
1	Model for metabolic compartmentalization of PI biosynthesis	0	202	12	3599	1	1
1	Shikimate biosynthesis	0	202	5	3606	1	1
1	CoA biosynthesis	0	202	8	3603	1	1
1	Utilization of phospholipids	1	201	25	3586	1	1
1	Structure and processing of pre rRNA	2	200	23	3588	0.385207282725873	1
1	Bulk mRNA transport through the nuclear pore	0	202	4	3607	1	1
1	Posttranslational translocation in eukaryotes	0	202	27	3584	0.398232587269465	1
1	SRP independent translocation of GPI anchored proteins	0	202	9	3602	1	1
1	Proteasome-mediated proteolysis of ubiquinated proteins	1	201	37	3574	0.72057289189892	1
1	Aminosugars metabolism	0	202	8	3603	1	1
1	Quality control in mRNA biogenesis	2	200	20	3591	0.326566245904256	1
1	Leucine_ Isoleucine and Valine metabolism	0	202	11	3600	1	1
1	Classical COPII-mediated vesicular transport	0	202	25	3586	0.640534534880822	1
1	Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	0	202	11	3600	1	1
1	Maturation of snRNAs requires nuclear and cytoplasmic regulatory steps	0	202	14	3597	1	1
1	Assisted assembly of Sm-class snRNPs	0	202	11	3600	1	1
1	Lysine metabolism	0	202	5	3606	1	1
1	Mitochondrial division	0	202	4	3607	1	1
1	Import and export through the nuclear pore	1	201	23	3588	1	1
1	Putative SUMO substrates	0	202	21	3590	0.624520145596657	1
1	RNA polymerase I transcribes rRNA	0	202	9	3602	1	1
1	Lipoic acid metabolism	0	202	6	3605	1	1
1	Acetyl-CoA production in the mitochondrion	0	202	6	3605	1	1
1	Mitochondrial antioxidant system	0	202	14	3597	1	1
1	Chaperone network and protein quality control of the mitochondrion	1	201	35	3576	1	1
1	Proteome of the parasitophorous vacuole	0	202	24	3587	0.63558136526112	1
1	Proteins with ER retention sequences	0	202	12	3599	1	1
1	Phosphatidylinositol 3-kinase (PI3K)-controlled endocytosis of host cell hemoglobin	0	202	3	3608	1	1
1	SCF (Skp1-Cullin-F-box) ubiquitin-ligase	0	202	16	3595	1	1
1	Interactions between modified host cell membrane and endothelial cell	0	202	3	3608	1	1
1	Rosette formation between normal and infected RBC	0	202	3	3608	1	1
1	Domains of merozoite surface proteins	0	202	7	3604	1	1
1	Nitrogen metabolism	0	202	9	3602	1	1
1	RNA polymerase III transcribes tRNA and 5S rRNA	0	202	14	3597	1	1
1	The Atg8 and Atg12 ubiquitin-like conjugation systems	0	202	7	3604	1	1
1	Structure of the nuclear pore	1	201	3	3608	0.195725166253375	0.91141626141653
1	Biogenesis of cytochrome oxidase	0	202	20	3591	0.622389678716757	1
1	Protein N-terminal acetylation	1	201	8	3603	0.387626450858714	1
1	Mannose and Fructose metabolism	0	202	7	3604	1	1
1	tRNA-wybutosine biosynthesis	0	202	4	3607	1	1
1	Modification of the wobble position uridine (U34) in Lys_ Glu_ Gln_ Leu and Arg tRNAs	1	201	5	3606	0.278778886753274	1
1	Anaphase promoting complex ubiquitin-ligase	0	202	10	3601	1	1
1	Lsm proteins and RNA processing	0	202	11	3600	1	1
1	Glycosylphosphatidylinositol (GPI) anchor biosynthesis	2	200	12	3599	0.167569643115192	0.861058481992835
1	Exported parasite proteins associated with Maurer�s clefts	0	202	4	3607	1	1
1	Translocon of exported proteins (PTEX)	0	202	6	3605	1	1
1	Post-translational modification �SUMOylation	0	202	9	3602	1	1
1	Activation of eiF5A	0	202	3	3608	1	1
1	Involvement of GTP-binding proteins and ribosomes in amino acid shortage	0	202	5	3606	1	1
1	Different kinesins with different roles	0	202	5	3606	1	1
1	Catabolism of polyphosphates	0	202	8	3603	1	1
1	Glycine and Serine metabolism	0	202	10	3601	1	1
1	Pathways of peptide export from the mitochondrion	0	202	5	3606	1	1
1	Role of perforin 1 in merozoite egress	0	202	5	3606	1	1
1	Models for ubiquitin (Ub) chain amputation and trimming in regulating proteasomal degradation	0	202	15	3596	1	1
1	14-3-3 protein	0	202	3	3608	1	1
1	Roles of rhoptry neck proteins during invasion	0	202	4	3607	1	1
1	Folate biosynthesis	0	202	11	3600	1	1
1	Telomerase and some telomerase associated proteins	0	202	8	3603	1	1
1	Nicotinate and nicotinamide metabolism	0	202	6	3605	1	1
1	ER-to Golgi_ translocation and quality control	0	202	15	3596	1	1
1	One-carbon enzyme systems serine hydroxymethyltransferase and glycine-cleavage complex	0	202	9	3602	1	1
1	Transcription in prokaryotes	0	202	3	3608	1	1
1	Various features of C/D and H/ACA snoRNAs	0	202	6	3605	1	1
1	Merozoite egress	0	202	3	3608	1	1
1	Riboflavin metabolism	0	202	3	3608	1	1
1	Post-translational modification of elongation factor 2	0	202	5	3606	1	1
1	Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication	0	202	10	3601	1	1
1	Structure of telomere and sub-telomeric regions	0	202	1	3610	1	1
1	Model of reaction schemes showing possible ADP-ribosylation and deacetylation outcomes of the sirtuin reaction	0	202	2	3609	1	1
2	FALSE	158	123	1101	2431	1.3007099387786e-16	2.17543737260721e-14
2	Genes coding for components involved in ribosome assembly	3	278	129	3403	0.0168758546808713	0.240662892518522
2	mRNA degradation	0	281	29	3503	0.268862793211402	1
2	Splicing of pre-mRNA	6	275	100	3432	0.704324102746704	1
2	RNA Degradation Factors	1	280	38	3494	0.361649289490151	1
2	Phosphoproteome - Treeck et al 2011	39	242	815	2717	0.000253717859069622	0.00936761181576469
2	Phosphoproteome - Pease et al 2013	23	258	576	2956	0.000162173248056691	0.00650963417699558
2	S-nitrosylated proteins	13	268	234	3298	0.209430393858129	0.942436772361581
2	S-Glutathionylated proteins	15	266	280	3252	0.131344308159001	0.798812201439741
2	Transcription related proteins encoding genes	3	278	166	3366	0.00218700902746686	0.0522538942634045
2	Translation in prokaryotes � a template for apicoplast and mitochondrion	0	281	48	3484	0.0470799682142763	0.472781583450483
2	Nuclear genes with apicoplast signal sequences	7	274	223	3309	0.00608759892460749	0.117684875160195
2	Terpenoid metabolism	0	281	13	3519	0.616999658040064	1
2	N-myristoylation_ S-acylation and prenylation of proteins	1	280	19	3513	1	1
2	Proteins of detergent-resistant membranes	9	272	96	3436	0.570881492230097	1
2	Genes coding for transport proteins	10	271	122	3410	0.86551659820455	1
2	Chromatin modifying proteins	1	280	30	3502	0.724770826228489	1
2	Histone lysine methylation	1	280	15	3517	1	1
2	Plasmodium falciparum chromatin landscape	0	281	18	3514	0.638396468525932	1
2	Topogenesis of the Rieske FeS protein	0	281	10	3522	1	1
2	Nuclear genes with mitochondrial signal sequences	6	275	264	3268	0.000240216897495475	0.00927144833218113
2	Porphyrin metabolism	0	281	17	3515	0.631288726250086	1
2	Pyrimidine metabolism	3	278	18	3514	0.198157738211349	0.914258805954431
2	Mitochondrial electron flow	0	281	24	3508	0.25384101795852	0.993854130169466
2	Phosphoproteome - Lasonder et al 2011	19	262	487	3045	0.000475388639047729	0.0161712711621829
2	Established and putative Maurer�s clefts proteins	6	275	43	3489	0.171487008770134	0.862806282753574
2	The acidocalcisome	4	277	32	3500	0.334756018188707	1
2	ATP-dependent chromatin remodeling complexes	5	276	29	3503	0.100841173165265	0.728015232167935
2	Phenylalanine and Tyrosine metabolism	0	281	9	3523	1	1
2	Modification of proteins by adenylylation and ADP-ribosylation	1	280	47	3485	0.25899808734646	0.995802991004494
2	Protein biosynthesis	1	280	54	3478	0.184975836678876	0.891922078257846
2	DNA binding proteins with AP2 domain(s)	0	281	19	3513	0.393013190799678	1
2	Heterochromatin structure of the telomeric and subtelomeric regions	0	281	5	3527	1	1
2	Total palmitome of Plasmodium falciparum	14	267	295	3237	0.0524788266188606	0.489642989414428
2	Ribosomal structure	6	275	139	3393	0.145387380287357	0.835313724489376
2	Glyoxalase metabolism	0	281	6	3526	1	1
2	The phosphoproteome of Plasmodium falciparum infected RBCs	11	270	303	3229	0.00454095667825153	0.0939556706520703
2	Proteins involved in steps during passage through prophase	5	276	16	3516	0.0160048246594962	0.232603577572214
2	Protein phosphorylation	2	279	75	3457	0.122885421668059	0.770722004024358
2	Protein kinase coding genes	5	276	79	3453	0.832063016692686	1
2	Pre-replicative complex formation and transition to replication	3	278	17	3515	0.178966218184529	0.884692610582143
2	Dolichol metabolism	1	280	5	3527	0.368479753916147	1
2	Purine metabolism	3	278	30	3502	0.731895864365899	1
2	Double strand break repair and homologous recombination	0	281	11	3521	1	1
2	Genes involved in excision-repair	4	277	74	3458	0.658972109293862	1
2	Genes coding for enzymes/proteins involved in DNA replication	2	279	56	3476	0.440731725179779	1
2	Fatty acids elongation in the endoplasmic reticulum	1	280	11	3521	0.601482534960384	1
2	Fatty acid synthesis in the apicoplast	1	280	27	3505	0.718471326101781	1
2	Genes coding for components of the proteasome degradation machinery & their timed transcription	4	277	100	3432	0.248997318115345	0.993854130169466
2	Subcellular location of adaptor proteins	0	281	25	3507	0.25403446376529	0.993854130169466
2	Classical COPI-mediated vesicular transport	1	280	29	3503	0.722026743933651	1
2	Genes coding for protein traffic related proteins	0	281	60	3472	0.0209408196787128	0.279740707844812
2	Thioredoxin_ Glutaredoxin and Peroxiredoxin	1	280	23	3509	1	1
2	Redox Metabolism	1	280	34	3498	0.513582448469987	1
2	Initiation of translation	0	281	42	3490	0.0711327901458758	0.59307466757708
2	Quality control mechanisms during ribosome maturation	1	280	11	3521	0.601482534960384	1
2	Signaling machinery in malaria parasites	2	279	15	3517	0.359907349129572	1
2	Ubiquinone metabolism	0	281	7	3525	1	1
2	Import of proteins into the mitochondrion	0	281	25	3507	0.25403446376529	0.993854130169466
2	Peptidases and proteases	6	275	106	3426	0.579603298592581	1
2	Genes coding for chaperones and their regulators	4	277	98	3434	0.245878694464912	0.993854130169466
2	Centrosome proteins	12	269	63	3469	0.0109348887730499	0.187575399722317
2	Tubulin and microtubules	4	277	20	3512	0.095504305540235	0.69955161028924
2	Proteins targeted by the thioredoxin superfamily enzymes	0	281	38	3494	0.110602240748699	0.74194912251237
2	Arginine and proline metabolism	0	281	6	3526	1	1
2	Pyridoxal phosphate (Vitamin B6) metabolism	0	281	22	3510	0.402521673629187	1
2	Transporters of the plasma membrane	5	276	56	3476	0.802660506736787	1
2	Mitochondrial TCA cycle	0	281	18	3514	0.638396468525932	1
2	Possible paths for apoptosis	0	281	20	3512	0.394417939282742	1
2	Phosphatidylethanolamine and phosphatidylserine metabolism	2	279	29	3503	1	1
2	Structure and organization of centromeric chromatin	1	280	10	3522	0.569678102220784	1
2	Chaperone-mediated modulation of nucleosome-histone interactions	0	281	13	3519	0.616999658040064	1
2	Acetylation recognition by the bromodomain and other modules	0	281	12	3520	1	1
2	Putative organization of the kinetochore	9	272	26	3506	0.000720620444552734	0.0229569084478943
2	Plasmodium falciparum histone acetylation and methylation	0	281	7	3525	1	1
2	Histone acetylation	0	281	24	3508	0.25384101795852	0.993854130169466
2	Protein arginine methylation	0	281	10	3522	1	1
2	Nucleosome assembly and regulation	4	277	34	3498	0.359720671982439	1
2	Compartmentalization of transcription site in the nucleus	0	281	4	3528	1	1
2	Pentose Phosphate Cycle	0	281	9	3523	1	1
2	Thiamine metabolism	0	281	15	3517	0.62081066966669	1
2	RNA polymerase II transcribes mRNA	0	281	38	3494	0.110602240748699	0.74194912251237
2	tRNA thiolation	1	280	6	3526	0.415093147441118	1
2	Genes coding for GPI-anchored membrane proteins	2	279	23	3509	0.706435628203101	1
2	Subcellular localization of proteins involved in invasion	6	275	33	3499	0.063243890324007	0.547114171897767
2	Functional annotation of merozoite invasion-related proteins	6	275	36	3496	0.124215194872209	0.771826303741559
2	Maturation and export of 60S and 40S ribosomal subunits	0	281	87	3445	0.00263701448749722	0.0608331962805393
2	Pre-ribosomal particles along the 60S assembly pathway	1	280	23	3509	1	1
2	Structure of the mitotic centrosome	10	271	20	3512	3.21638406879982e-05	0.00150122856420494
2	Centriole proteins	6	275	13	3519	0.00181281653114373	0.0454790347250682
2	Classical clathrin-mediated vesicular transport	0	281	38	3494	0.110602240748699	0.74194912251237
2	Molecular model of vesicle exocytosis	0	281	18	3514	0.638396468525932	1
2	Molecular motor prototypes	8	273	33	3499	0.00883568054278101	0.161211007721468
2	Genes coding for Fe-S containing proteins	0	281	17	3515	0.631288726250086	1
2	Maturation of cytosolic and nuclear Fe-S proteins	0	281	14	3518	0.617930023243205	1
2	Nucleotide excision repair	2	279	27	3505	1	1
2	DNA Replication	3	278	35	3497	0.756760089480816	1
2	Kinetochores power chromosome movements in mitosis	12	269	27	3505	1.30520107415149e-05	0.000707983393465416
2	Regulation of spindle microtubule dynamics	9	272	36	3496	0.00470825723138325	0.0954492147816786
2	Control of the mitotic spindle organization by kinesins	2	279	8	3524	0.164729265560328	0.861058481992835
2	Control of microtubule assembly	5	276	16	3516	0.0160048246594962	0.232603577572214
2	Pre-ribosomal particles along the 40S assembly pathway	1	280	14	3518	1	1
2	Transcription and processing of snRNAs	0	281	21	3511	0.397647968766825	1
2	Proteins containing histone post translational modification-binding modules	0	281	25	3507	0.25403446376529	0.993854130169466
2	Histone chaperones	3	278	22	3510	0.425336657203505	1
2	Phosphoinositides and membrane traffic	0	281	23	3509	0.408867296441635	1
2	Calcium � calmodulin activation of protein kinases	1	280	19	3513	1	1
2	Inositol Phosphate metabolism	2	279	22	3510	0.695690285395009	1
2	The structures of RNA polymerases	0	281	21	3511	0.397647968766825	1
2	Mechanism of Fe�S-protein biogenesis	1	280	18	3514	1	1
2	Selenocysteine biosynthesis	0	281	10	3522	1	1
2	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	0	281	10	3522	1	1
2	Pyruvate metabolism	0	281	17	3515	0.631288726250086	1
2	Chaperone-assisted protein folding	3	278	68	3464	0.487078836507842	1
2	Sphingomyelin and ceramide metabolism	2	279	16	3516	0.38710417648731	1
2	Generation of polyphosphates	1	280	13	3519	1	1
2	Cleavage and polyadenylation of pre-mRNA	0	281	15	3517	0.62081066966669	1
2	Protein factors in pre-mRNA 3�-end processing	0	281	18	3514	0.638396468525932	1
2	Oxidative protein folding in the endoplasmic reticulum	0	281	9	3523	1	1
2	Transporters of the mitochondrial and apicoplast membranes	1	280	29	3503	0.722026743933651	1
2	Phosphatases of Plasmodium falciparum and their timed expression	2	279	39	3493	0.766087266046356	1
2	Transporters of the ER/Golgi and digestive vacuole membranes	6	275	24	3508	0.0199817027073831	0.272811410433455
2	CCR4 � NOT complex	0	281	18	3514	0.638396468525932	1
2	Encoded proteins that could be constituents of P-bodies	1	280	42	3490	0.369941886632763	1
2	Isoprenoids metabolism	1	280	13	3519	1	1
2	Rab and other proteins involved in intracellular traffic	0	281	16	3516	0.625350025876754	1
2	Rab proteins	0	281	13	3519	0.616999658040064	1
2	Endosome maturation	0	281	12	3520	1	1
2	Rab cycle	1	280	42	3490	0.369941886632763	1
2	Molecular markers of resistance to antimalarial drugs	0	281	12	3520	1	1
2	ATP synthase complex	3	278	17	3515	0.178966218184529	0.884692610582143
2	DNA mismatch repair system	1	280	24	3508	1	1
2	Base excision repair of AP sites	1	280	36	3496	0.519639777825325	1
2	Actin and filaments	4	277	24	3508	0.146918657072621	0.835313724489376
2	A model for UbpX function in the regulation of PCNA deubiquitylation	1	280	15	3517	1	1
2	Model for translesion DNA synthesis	1	280	11	3521	0.601482534960384	1
2	Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	3	278	19	3513	0.217814342542616	0.971451967740069
2	Phosphatidylcholine metabolism	1	280	12	3520	1	1
2	Components of the linear motor responsible for merozoite motility in invasion	3	278	31	3501	0.736164784382692	1
2	Parasite encoded proteins associated with the membrane of infected erythrocytes	2	279	32	3500	1	1
2	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	0	281	35	3497	0.107917407891216	0.74194912251237
2	Asparagine and Aspartate metabolism	0	281	8	3524	1	1
2	Biosynthesis of Fe-S proteins in the apicoplast	0	281	14	3518	0.617930023243205	1
2	Methionine and Polyamine metabolism	1	280	18	3514	1	1
2	Signal recognition particle-mediated targeting of membrane and secretory proteins	0	281	12	3520	1	1
2	Karyopherin/exportin-mediated nuclear export pathways	0	281	18	3514	0.638396468525932	1
2	tRNA modifications	1	280	42	3490	0.369941886632763	1
2	Schematic depiction of pseudouridylation	0	281	15	3517	0.62081066966669	1
2	The HSP70 chaperone cycle	1	280	6	3526	0.415093147441118	1
2	Organization of chaperone pathways in the cytosol	1	280	29	3503	0.722026743933651	1
2	The ATG autophagic pathway	0	281	13	3519	0.616999658040064	1
2	Glutamate metabolism	0	281	14	3518	0.617930023243205	1
2	Glycolysis	4	277	24	3508	0.146918657072621	0.835313724489376
2	Model for metabolic compartmentalization of PI biosynthesis	1	280	11	3521	0.601482534960384	1
2	Shikimate biosynthesis	0	281	5	3527	1	1
2	CoA biosynthesis	0	281	8	3524	1	1
